non_standard_date_0,non_standard_date_1,category_2,id_3,name_4,complex_5,non_standard_date_6,small_floats_7,category_8,very_large_number_9,boolean_10,mixed_numeric_11,mixed_dates_with_nulls_12,non_standard_date_13,mixed_dates_with_nulls_14,non_standard_date_15,complex_16,small_floats_17,boolean_18,category_19,utf8_20,utf8_21,mixed_names_with_nulls_22,category_23,mixed_dates_with_nulls_24,utf8_25,category_26,utf8_27,id_28,small_floats_29,small_floats_30,mixed_dates_with_nulls_31,mixed_dates_with_nulls_32,utf8_33,utf8_34,non_standard_date_35,complex_36,non_standard_date_37,mixed_names_with_nulls_38,very_large_number_39,complex_40,very_large_number_41,id_42,boolean_43,boolean_44,non_standard_date_45,id_46,category_47,mixed_numeric_48,non_standard_date_49,very_large_number_50,non_standard_date_51,mixed_numeric_52,id_53,name_54,non_standard_date_55,small_floats_56,mixed_dates_with_nulls_57,mixed_numeric_58,mixed_dates_with_nulls_59,boolean_60,sparsed_columns_61,boolean_62,non_standard_date_63,small_floats_64,non_standard_date_65,sparsed_columns_66,mixed_numeric_67,mixed_dates_with_nulls_68,small_floats_69,complex_70,boolean_71,id_72,mixed_numeric_73,very_large_number_74,email_75,mixed_missing_values_76,email_77,category_78,category_79,id_80,mixed_numeric_81,complex_82,non_standard_date_83,email_84,email_85,mixed_dates_with_nulls_86,mixed_names_with_nulls_87,id_88,mixed_dates_with_nulls_89,very_large_number_90,complex_91,non_standard_date_92,category_93,non_standard_date_94,small_floats_95,very_large_number_96,mixed_numeric_97,boolean_98,id_99
2017-04-13,2005-03-28,A,5265101423,Jessica Lang,(0.30304131512368127+0.8742235072135313j),16-06-1997,0.7042965631176427,C,71704954974782489444,False,330,02-08-2001,12-14-2005,,29-11-2010,(0.3149726767115326+0.5074604819436553j),0.8373266296600137,,B,崔琳,唐建国,,A,,张凯,D,李小红,32553,0.6041483389542635,0.3188610705110698,08-09-2011,,柴建军,李建平,12-12-2013,(0.5601215575067824+0.9125547468459358j),11-07-2004,Victoria Martinez,21302548170997070286,(0.5428853375659872+0.0725447141998743j),32561862298351030803,8346322789,YES,False,2003-10-14,70740,,meet,08-29-2000,91543104197693730898,08/30/2013,tree,3815211207,Kimberly Hernandez,03-06-1995,0.18540468437210977,,593,11-10-2002,NO,adult,YES,09-04-2023,0.9155595290233843,07-12-2013,,not,20-01-2011,0.5108695493552192,(0.1638780522490838+0.9247712447716528j),False,4549857445,method,60896046926683042249,pamelalee@example.com,,oroth@example.net,D,D,92713,turn,(0.403646506368617+0.6531872615247533j),2001-04-30,polson@example.com,bberry@example.net,,,86893,,17915344391025871222,(0.47397414890703615+0.1668268494953169j),05-24-2010,,2010-02-25,0.563509717789184,9227716175718850929,view,NO,7209667537
07-01-2004,2016-09-11,C,7926524163,Heather Thomas,(0.9231400115539816+0.3667869461380526j),01-10-2010,0.830305778023753,D,9489727835012349186,True,893,,08-23-2000,,01-12-1999,(0.21380494733735622+0.5683342465410242j),0.9807672705360319,True,A,许海燕,王帅,,B,02-07-2013,卢梅,B,王东,17183,0.8592728686846494,0.6335480684274712,,,姜丽丽,宋玉华,06-01-1996,(0.9707199954623439+0.883103070465325j),10-06-2020,,30068018953116605885,(0.33996239955449203+0.4456973250677292j),6908070204787497633,9165713455,,False,18/04/18,51221,A,499,02-27-2011,51893770016260295945,19-01-2010,sit,1846335437,Michelle Edwards,17-05-2010,0.4328175684035437,,network,,YES,,True,12/17/2013,0.5227158358169185,25-11-1999,,495,,0.8561328658564389,(0.35101972744308385+0.32330857377936817j),True,4630357660,nation,6719132728084858403,victoriamyers@example.com,Not found,tiffany24@example.net,B,A,84244,828,(0.20215830607641438+0.4139016452204123j),2006-10-02,princelindsay@example.net,devinvance@example.net,18-01-2005,,32385,,24784926325269638600,(0.6612521348804489+0.953968400321966j),01-02-2019,D,2003-08-27,0.749257048120981,58078483191992569562,796,False,4262005013
2003-09-21,2019-06-02,B,7500094220,Chelsea Weaver,(0.14372129573201342+0.36274305288482345j),06-02-2019,0.33319899499412264,B,24529392580751454949,False,709,,04/12/2019,,08-12-2020,(0.2543882516207847+0.30517359718626924j),0.07963622933364478,,C,傅芳,李岩,Claudia Yang,A,04-04-2013,郭英,C,潘洁,85603,0.9112310925213825,0.5925249234302324,11-02-1998,,阎瑞,蔡桂英,10-26-2013,(0.37306340750472244+0.07556639639525964j),04-28-2011,Deborah Henderson,45615948266293503764,(0.3028002137496649+0.05743077176015943j),83710653592057013544,6430830628,False,True,04-16-2021,68662,C,177,03-27-2003,43765765735383810367,05-10-1999,922,6002963078,Javier White,02-04-2022,0.6265275088291504,2001-06-21,780,17-06-1999,YES,,,13/05/13,0.6436840253618188,20-12-2015,,teacher,25-02-2010,0.3600907358099895,(0.30877397439046017+0.05529724155156457j),False,8862196876,town,64820904879858085530,harveycharles@example.net,missing,millerlori@example.com,B,D,97343,981,(0.5304638369280614+0.5869025758895072j),1995-04-03,ahoward@example.com,mark92@example.com,,Michael Maldonado,60596,,78458461521579517567,(0.13103782924372642+0.48177587833825297j),02-13-2015,,2003-09-04,0.011827306982459151,53565029808456092064,195,YES,6256332018
04-08-2021,2006-08-28,A,5790743925,Alexander Mendoza,(0.537901397339441+0.09649548711373201j),01-08-2016,0.2748085933191623,C,12689863224863329139,YES,management,,28/06/28,03-12-2022,28-02-2002,(0.5273459536458576+0.34035563864467433j),0.6000825415964761,YES,B,宋琳,王丽娟,,D,08-23-2011,李杨,D,陈桂荣,72138,0.5406910646544104,0.15590916801426125,,,徐秀云,王明,11-29-2013,(0.43854431414787753+0.08417636566372555j),02-01-2022,,89980279978508829064,(0.376276914277514+0.611371357133164j),23528380829650885713,1224840160,NO,True,07-09-2005,62229,D,item,08-31-2004,3505603523395220114,23/04/23,sense,2297461240,Michael Pope,01-09-2019,0.16509902639353902,,run,,True,reveal,False,29/03/29,0.6177491846360479,19-04-1998,,393,29-04-2015,0.14405891829714035,(0.1517180069323424+0.7410811929776558j),True,2586362566,329,55884966198702894497,edward62@example.com,missing,williamray@example.org,B,B,94476,hair,(0.2146939808499727+0.8901658164340134j),2018-04-22,pjones@example.net,cperez@example.org,,Ryan Jacobs,32686,01-10-2009,26158802132030298062,(0.6048712738489961+0.36910851184746396j),06-07-2007,B,2006-08-27,0.7893689803468427,95112941996595996068,428,,7715005352
27/06/27,2017-09-12,C,4291843107,Eric Andrews,(0.942786800275773+0.9964461629237052j),18-01-2014,0.2625466015049287,A,94543645326992906884,YES,332,03-11-2000,12-31-2005,,13-01-1995,(0.761024918702705+0.49128964261100894j),0.8675358884595876,YES,D,夏英,赵秀荣,,B,,李磊,B,樊梅,66699,0.3385281312615249,0.6933035828399762,,,张静,严浩,08-15-2017,(0.18325863985405766+0.7227956268802405j),07-04-2002,,22085795787027963940,(0.8951327862064524+0.12570253995589564j),33766464008772867692,2954521616,True,False,01-17-2002,37574,A,positive,08-22-2013,68258355257107331981,1994-07-19,stand,5115902793,Elizabeth Robinson,26-09-1995,0.3834498700626229,2004-12-19,31,31-12-2018,YES,,True,03-09-2003,0.8296550600938116,19-05-1995,,factor,21-08-2000,0.9395427619777474,(0.9552979578445882+0.6765371506174159j),False,9018447622,838,89467924718514418033,lawrencehall@example.org,Not found,nbrown@example.org,A,A,67454,74,(0.882507608329837+0.4832090547474748j),2006-07-28,daniel05@example.net,clarkjohn@example.org,17-01-1997,,12742,06-20-1995,99790201220200521773,(0.6538064670211418+0.1695223465284481j),05-16-2003,C,2005-05-02,0.924339128633244,7933510047247032624,watch,,9125799853
2008-08-10,1996-01-31,D,6752000735,Mary Berger,(0.538389768654938+0.6488980259167273j),28-03-2006,0.7927902192950006,B,37526818903894082276,True,634,11-12-2021,02/04/2016,07-09-2024,08-05-2009,(0.8078128731370257+0.3953809116567645j),0.28216214064870115,False,,李兰英,穆平,Clarence Adams,,,潘欢,B,李璐,17879,0.9466916613494036,0.43766297688708,17-06-2017,,林宁,黄红霞,09-03-2022,(0.5337567221992232+0.7091530653905569j),11-27-2017,,21257364625110624433,(0.7990631691820325+0.014126529636745766j),72921593148718468652,9235479937,NO,False,02-02-1995,78181,,bag,08-12-2005,98899586443908439998,25/11/25,write,5948017495,Laura Glenn,08-05-2023,0.2281498742989987,2012-01-13,743,,NO,,False,05/08/05,0.2535955716633197,13-04-2009,no,826,26-12-1995,0.058555384781189046,(0.4860395187979061+0.04956710478877613j),True,8828511289,281,23875891312002477983,brandon70@example.org,Missing,andrewtaylor@example.org,C,A,32262,understand,(0.4708901814084423+0.321257925922228j),1995-03-04,beth52@example.org,rileyjennifer@example.org,08-07-2011,Kendra Morrow,25427,07-17-2021,23693796469286553389,(0.28950535363279584+0.6702664342794794j),02-18-2006,A,2018-08-27,0.4142417154825262,55443929414359485422,510,,7995962190
23-08-2015,2013-10-22,A,1588791802,Joseph Rios,(0.194258092316263+0.775081586948091j),04-01-2005,0.4777825808006234,,34698232609247088951,,yes,26-10-2007,21-09-2011,07-01-2002,16-07-2021,(0.029714168148399667+0.5307020603892794j),0.2607655102472214,,A,马桂香,王帆,Zachary Walker,A,,许洋,,秦桂珍,47547,0.7223866565689285,0.2235773276269616,22-09-2001,,徐丹丹,陈淑华,05-12-2020,(0.42990839466273645+0.15576259860054553j),02-06-1996,Paul Mccarty,66097019677873378704,(0.5036396546527272+0.111547260323831j),25255953350146353772,6391162213,True,True,07-21-2005,92636,B,209,08-22-2006,3438639227046212445,05-13-2020,583,3376128284,Robert Flynn,15-04-2004,0.4380441103957998,1999-07-24,824,24-10-2014,YES,catch,False,18-03-2024,0.09769095815485562,12-11-1994,natural,320,25-04-2023,0.45562620424620726,(0.743034068831652+0.025370832935996845j),True,2683907362,while,27752416057495156832,vcooper@example.net,Not found,hendersonyolanda@example.net,A,,11616,road,(0.7230648209991077+0.48891824566237296j),2010-07-24,davidmartinez@example.net,monique30@example.org,22-12-2009,Mitchell Murillo,70434,,14084673317172888441,(0.02616764323310361+0.18870581523916174j),02-07-2011,B,1999-12-19,0.6145802854953597,71661787279395816565,subject,NO,7787049249
2004-07-04,2008-02-02,A,9037371213,Jimmy Simmons,(0.0056724043005325075+0.615421509025651j),31-12-2021,0.9496649286373663,C,18595685674710173521,True,677,,29/01/29,,22-08-2003,(0.4009538438929422+0.035766826816377995j),0.44107224820275903,True,,位桂珍,艾凯,,A,05-26-2021,朱辉,D,王英,26375,0.08669283831655006,0.13957293342507926,,,杨丽,张秀芳,08-03-2001,(0.14036722425170367+0.9216323240134059j),07-09-1995,Elizabeth Whitaker,83303934438094396681,(0.09018659702077414+0.9392935171466041j),98206863038467318842,9172446745,YES,False,07/01/2014,22931,D,79,10-26-2014,2980153144262225114,01-01-2017,751,2154519722,Janice Phelps,20-01-2009,0.4101370452978794,1994-11-21,new,01-02-1997,,,False,11/05/11,0.4714225200629676,27-08-2017,single,610,,0.6547481526097902,(0.2850955010655779+0.06512352320950932j),False,5265470174,fight,42312138947997778973,derek40@example.net,Not found,williamsfrank@example.net,C,A,40063,seem,(0.8002606209295171+0.4894723047122219j),2018-11-10,geraldfisher@example.net,paulgibson@example.net,,,88618,01-15-2019,85333548665175787464,(0.9804357572049313+0.10341381327580679j),06-18-2018,,2011-04-15,0.43515033337367093,95504507243224548675,266,False,9842414751
11/08/2009,2016-10-12,B,9000024572,Nathaniel Garcia,(0.24820457420737074+0.12655923823136794j),15-06-2019,0.9599713519571123,C,75180769116752333350,YES,receive,,08-14-2018,06-26-2012,11-03-2005,(0.13483729888529128+0.9127707600206936j),0.9882504728434286,NO,C,周秀华,何凤兰,,D,,高瑞,,赵健,36178,0.22356537543806276,0.5738569952705512,,19-10-2000,叶冬梅,谭秀荣,05-25-2007,(0.28544176896124696+0.40987884331986246j),12-24-2011,Robert Rodriguez,46506689840906983334,(0.3030992154915011+0.49819150487889896j),47525848214412165628,5565644490,,True,02-28-2002,78271,C,fill,01-15-2011,48711330321250247944,2023-08-10,learn,7566223020,Heidi Johnson,14-12-1998,0.9182109829808136,,only,,,,NO,12/30/2022,0.8967758541131484,26-06-2020,hundred,230,15-02-2010,0.044809080628298026,(0.4427218666082461+0.509268648493621j),False,5108539423,416,86482387421243726250,creid@example.org,missing,lisa49@example.com,D,A,73281,722,(0.24446880583843955+0.9367332408967303j),1994-07-18,lyork@example.com,kristin13@example.com,21-09-2012,Megan Turner,51595,,15200755595909358672,(0.07798134134405776+0.08174978991677795j),11-09-2010,A,2002-05-17,0.006060568326338833,6997089936675183355,559,NO,8994285595
01-12-2016,2011-09-09,C,4510295980,Briana Carpenter,(0.483916083856224+0.29981024858397753j),02-04-2013,0.26395841298770706,B,90190701592653189054,,series,06-09-2008,11/21/2003,01-18-2019,22-12-1995,(0.9793199057555185+0.9995713914667376j),0.0032545992825481207,NO,,吕彬,张强,Michael Carter,C,10-11-2001,何秀珍,D,张斌,15487,0.2920713018212914,0.6421091877130222,,,李海燕,刘俊,06-29-2024,(0.09989496979543633+0.4588519667692953j),07-15-2017,,98867951119648851277,(0.13903051657797594+0.08323623148275794j),8241609222539532419,6044151398,NO,False,1999-08-05,21133,A,up,02-08-2007,52840738613205451161,02/03/2013,agreement,2285854092,Gregory Johnston,20-11-2007,0.9215585368294915,,428,,YES,,,17-12-2004,0.6008023260289527,28-09-1994,,assume,,0.004537934354077788,(0.08961026313769238+0.6824196929062167j),True,8360044844,focus,5491156243200392115,joshuamccormick@example.org,Not found,jalexander@example.org,A,,11893,couple,(0.9365122050754372+0.5136401599433478j),1999-08-11,davisbenjamin@example.org,kchurch@example.com,,,57601,,31746897294418148161,(0.9933005318476048+0.2200366600692618j),05-23-2001,B,2009-01-24,0.6850399802484521,98397197660805799387,discuss,True,2461768275
2002-10-21,1995-10-15,A,8287348730,Brandy Garcia,(0.032099102564179915+0.8311004517802616j),25-01-2007,0.7178142978561491,D,68032236318085807510,False,alone,,10-30-2006,,21-03-2015,(0.549042441375609+0.6074439025690642j),0.9730637784018903,,C,周成,刘磊,,B,,叶刚,C,阮桂兰,70210,0.3230177775737795,0.16409562621775642,,03-10-2002,俞宇,马敏,12-07-1998,(0.9156486055283237+0.33319662730441435j),12-02-2012,,64883302215863032872,(0.3845374158568564+0.012774211259499513j),5556629374105462718,1363784658,NO,False,11/27/2011,54000,A,441,06-29-2013,64149462216968452332,07-17-2014,pattern,1004254562,Dennis Jones,01-07-2023,0.8775115144511514,,925,,,,NO,2008-07-10,0.6401897518064287,13-01-1999,,548,,0.403351466509663,(0.9746548921651403+0.6068507058495817j),True,4022919090,technology,73221850509312858177,williamswilliam@example.net,missing,alexandra14@example.net,C,C,81335,political,(0.903374358586538+0.03157960874524712j),2020-07-08,smithjennifer@example.net,tanya54@example.net,,Grant Callahan,57558,08-09-1995,98970411330289630035,(0.6801524359634604+0.4103804808327304j),11-01-2011,C,1997-04-02,0.4069669312386677,74656648037825023642,520,True,8441648670
09/01/1995,1998-05-31,,4271792054,Tara Cohen,(0.5031879619082033+0.830602863302089j),22-09-2003,0.040959339342522716,A,5878406309236863532,,technology,06-09-2004,06/01/06,,22-09-2006,(0.2688265997157254+0.8620465369902152j),0.20431900859130203,YES,D,曾秀芳,刘雪,Erica Douglas,B,07-05-1995,李桂英,D,李桂珍,87399,0.496771381689029,0.8340207466304695,,30-06-2017,张建军,王文,12-09-1998,(0.435159380431725+0.19724041890323418j),04-12-1996,,51543588471839050087,(0.277068409677523+0.5711759625528781j),55199569630657134110,7120161214,True,False,07-06-2022,16910,C,811,02-29-2016,53196492878334251270,06/06/06,5,2319455508,Michelle French,18-04-2005,0.6736403871600376,2023-05-22,parent,19-09-2017,NO,number,True,08/16/1998,0.10424226248974333,16-02-2004,design,863,17-09-1997,0.20014374956225445,(0.7515573355702251+0.4999256682235568j),False,9439687255,623,80134770144709433179,lydiareyes@example.org,television,johndillon@example.net,,D,54591,arm,(0.04888587615094242+0.6213829282207759j),2011-03-27,daniellecooley@example.org,randall35@example.org,,,44627,,6887726546493751261,(0.4081631811033083+0.2979057695622339j),07-21-2015,B,2008-05-29,0.4785729529424594,73941650106738962171,write,YES,9861558530
08/16/1998,2024-03-22,A,7680038655,Wesley Elliott,(0.44505922171120116+0.05965826852383327j),10-06-2009,0.6115176105849188,C,11638193318788582359,NO,author,19-10-2011,06-29-2004,,02-09-2018,(0.9527069449129317+0.4329751859755595j),0.7141729608982578,,D,张利,陈利,,,,陈俊,B,韦桂芝,42264,0.04405975178824473,0.9008844720733901,,16-09-2012,张丹丹,席瑜,11-26-1999,(0.7212938995513478+0.9432686363144248j),09-10-2014,,41249141677818711516,(0.711964701746825+0.891425281403515j),71683535009297555232,5032752743,True,False,2005-07-29,81513,A,country,06-02-2015,72424679046954714063,04-24-2017,people,4256219557,Olivia Jackson,25-11-2017,0.4420013703393637,2021-02-01,363,08-09-2010,False,,False,2013-09-06,0.009906852887790363,25-08-2019,,708,,0.6539782453453156,(0.4879567874284475+0.5579257986723013j),False,2879544600,895,29855814019817498662,hernandezandres@example.com,,jessicamurphy@example.net,A,C,93247,671,(0.011019114443996059+0.8078393358348807j),2008-05-07,weaveranna@example.org,jonesbetty@example.org,22-03-2015,,77318,03-30-1995,50320086517711875483,(0.5206674963520648+0.505506551983165j),10-14-2019,C,2019-03-26,0.31089066518182973,72810565265950838096,ok,,8635483580
21-08-2008,1998-09-08,B,9090183211,Austin Blair,(0.6279850565112596+0.32537717583433157j),17-01-2010,0.8087998091232316,A,90617686561236149412,YES,two,12-02-2004,25/04/25,,04-11-2009,(0.27746671177423354+0.41628548453057657j),0.8614307715487682,False,A,宋建国,张秀梅,,C,,卢超,A,丁凤兰,53632,0.5338158661087756,0.5749656001925508,,,陈玉英,陈宇,08-13-1994,(0.6994624698938063+0.1838879818985406j),07-29-1997,Allen Mitchell,78669947303118839856,(0.29402470924465796+0.46246146509610353j),84251491342248554908,2021226292,,False,23/01/23,23200,B,assume,02-01-2019,59135896158339700074,1999-09-03,656,8168351765,William Foster,15-12-2001,0.8537829450411419,2001-10-18,war,07-12-2005,,,True,03-24-2022,0.3634349945909924,12-07-2023,,drive,,0.26584938984908946,(0.8436995279721039+0.45718822155792915j),False,5652414987,floor,86149167721860517061,nicolefarmer@example.org,about,joanna57@example.net,B,B,74668,act,(0.5708179565396975+0.30913919884677843j),2023-05-26,jessicajames@example.net,ortizkristina@example.org,,,43060,11-18-2003,24475665171010330372,(0.9232523505260561+0.934497903017711j),01-27-2024,A,1997-06-24,0.11955430842461678,37709740257561212176,6,YES,7237293338
20/07/20,2021-10-27,B,6062418416,Melanie Frank DDS,(0.4711810509516532+0.5475998904873719j),22-12-2023,0.19300340440487485,,63721372709734857553,YES,576,,19/09/19,,29-05-1995,(0.6027231526961625+0.16925091570283124j),0.0023980711905869923,YES,C,杨波,赵荣,Amy Holden,D,07-05-2001,韦莉,C,廖华,97149,0.868598201392974,0.34950782231505406,02-04-2011,23-05-2020,唐丹,曹军,05-05-2013,(0.7056575553760679+0.34656610523196985j),03-07-2010,,56891807362734982609,(0.2068245485738921+0.9284046482676391j),86658018328976585659,9125550356,True,False,14/11/14,29458,C,623,10-11-2010,97112094290384881392,24/04/24,easy,8567445184,Kaitlyn Evans,04-06-2006,0.4064880028076471,,reveal,,YES,,,20-05-2012,0.06084114600521118,03-07-2018,,worry,,0.6727217201384936,(0.29321089860591354+0.46615567849095985j),True,4828096389,stuff,65661529568717192076,shaunflores@example.net,,thomasreyes@example.com,A,B,10774,machine,(0.034158825146864746+0.10266191530773772j),2002-05-15,lgrimes@example.org,hcarpenter@example.com,,Katrina Hartman,97113,,76459697236275260552,(0.9049930734139657+0.29347096500704406j),04-26-2005,B,2019-10-23,0.8865322395604593,9307020103248801783,880,YES,7663526381
11/10/2003,1997-02-07,A,1937853999,Diana Henderson,(0.18751849112230978+0.8174397982778902j),12-10-2009,0.363044539254875,C,80972502168397762476,YES,model,26-04-2020,2016-06-28,,11-09-2006,(0.7552243021256138+0.14100466021979785j),0.8159981100368949,NO,A,杜琳,刘英,,B,,胥梅,,夏凤兰,29480,0.30769810377118745,0.1799050934615123,01-02-2004,,蔡秀英,余刚,11-09-1994,(0.6461897624491765+0.04062476782904423j),07-24-2021,Jennifer Johnson,65815084258457392065,(0.18947164248330117+0.9835213324538384j),59679291628447427989,3835938320,False,True,2004-04-11,40084,D,gun,06-28-1997,7434291206981398330,03/16/2007,dog,8952529201,Ann Moreno,05-03-2015,0.3848186581853441,2015-11-04,message,15-02-1999,True,,True,29/05/29,0.9657373881622321,04-12-2006,,832,,0.017287774538010225,(0.6340580549369546+0.4326965633614557j),False,7056626252,198,27440506521401525848,brandon62@example.net,something,barreralisa@example.org,,D,49337,867,(0.37056615655366776+0.07223575497341883j),2005-02-09,patrick75@example.com,barnesantonio@example.org,26-05-2008,,90186,03-10-2017,6094301675048147082,(0.6841598163844721+0.4139937337352023j),09-13-2015,C,1995-06-03,0.2737903988026009,9708544790223012110,281,NO,1529619249
26-11-2001,2016-08-04,A,9422487119,Denise Espinoza,(0.44855621125817013+0.8551491059169675j),04-07-2019,0.6941691522811141,,21244866753315904812,,253,30-09-2011,21/02/21,07-19-1998,08-01-2001,(0.30017224705992873+0.17289250227168484j),0.5133193664252044,False,A,张飞,王明,Amy Mcdonald,D,04-08-1997,李玉梅,C,陆英,92519,0.6700194767109255,0.23000850012291385,07-11-2019,18-05-2016,谢淑英,李兵,08-19-2009,(0.10640948157255281+0.6512035164280882j),09-10-2003,,50000855123944904665,(0.6096516490651205+0.3116986597336582j),59873888188753725185,4234728551,NO,False,2003-11-12,15116,C,check,01-13-2009,58261824003116947051,06-12-1998,182,1779759864,Meagan Pena,19-11-1997,0.43253123262087956,1999-09-16,800,06-07-2008,False,,YES,16-02-2011,0.32893782965253593,05-11-2008,sea,947,31-01-2008,0.5012408765509427,(0.6225226981197003+0.9232512184216841j),True,5198845162,they,56635339000463595467,lancegordon@example.org,Missing,stephanie71@example.com,B,,96117,463,(0.17890566063150126+0.4700365476197347j),2010-01-07,karen43@example.org,cramirez@example.com,13-11-2003,Sydney Walker,39116,01-02-1999,27471433862038822122,(0.682394162657542+0.14330096840187767j),04-30-2018,C,1995-04-12,0.40503742669513243,87100904412403657856,711,False,3739878938
2001-01-19,2008-02-22,C,9322910520,Patricia Henry,(0.8609678795963559+0.8468420079063829j),17-12-2007,0.5876653509432846,C,94654667366095062913,NO,701,,25/01/25,11-22-2011,25-03-2023,(0.7813265165816959+0.6739084386994838j),0.4991183169188379,YES,B,阎欢,陈婷婷,Diana Lowe,B,,罗霞,B,傅彬,51800,0.18612754715879953,0.8169506999865804,05-10-2007,28-12-2011,魏佳,李楠,08-13-2022,(0.8151344780555578+0.4882836986893869j),04-06-1996,Spencer Mills,82045954639638709738,(0.05905276761854161+0.9203756241496729j),40775184572253774012,1203427442,False,True,2012-07-07,40463,B,stand,12-01-1996,57827044088131024426,04/12/2005,simple,7271240626,Kyle Rojas,21-05-2024,0.900011163376616,2017-06-17,164,02-04-2014,True,by,,01/15/2024,0.3405176170938332,29-05-2024,,658,,0.004573938842402092,(0.8311715354604848+0.27284674445206225j),True,5632162155,837,99957131102600860845,scottbooth@example.net,missing,cynthiahubbard@example.net,C,,75619,462,(0.5087639101175149+0.8751517476251843j),2000-04-13,mcgrathjohn@example.com,kimberlythompson@example.org,,,91784,11-14-1996,61325047022806286531,(0.04229369696697349+0.6803127955088327j),02-01-2019,C,1994-09-19,0.5757608864391557,72282775991967051913,focus,NO,1446401469
2015-06-19,2002-03-11,B,1596786337,Karen Hart,(0.9991157354657489+0.3103821587144232j),01-05-1996,0.06863973750511865,B,68031500516775416512,False,189,08-08-2008,14/11/14,,21-08-2019,(0.382172897464372+0.9908350875615128j),0.6740285959819022,True,C,张秀荣,李丽,Pamela Morris,A,01-01-2000,李浩,A,姚桂荣,26139,0.501777077892153,0.9472004192392913,20-01-2008,06-12-2022,陈凯,张红霞,03-30-2018,(0.41509373493974455+0.5354282411779098j),03-16-2002,,84977983119440083614,(0.2608497670741984+0.08189157290067128j),81561147561038697599,3105123520,False,True,05/26/2004,66476,B,406,11-05-2006,83663346906174217922,05-20-1996,571,2378346154,Carla Wood,08-05-2024,0.10566783350347342,,skin,,,,NO,07-09-2021,0.4575016304282109,14-04-2006,,alone,,0.889857209494922,(0.9597925161793125+0.9294167490270749j),True,3410388928,763,13410617890453675601,ngordon@example.net,missing,kimberly38@example.net,D,C,18489,508,(0.5370385795823585+0.7003409283238933j),2023-06-07,lunacathy@example.com,jamesbrian@example.net,,Shannon Wood,12803,,95091005392584232844,(0.6433210217592203+0.542694373174322j),01-26-2007,C,2004-05-28,0.13834592328729012,72334528446170116268,496,NO,4578758425
09/04/2015,2017-09-19,,8557205130,Cynthia Cantrell,(0.4316185114237817+0.6405790195377777j),21-05-2006,0.371002010725221,C,60595117956691613070,YES,way,07-04-2022,17/04/17,,08-11-2002,(0.11492321724954724+0.463304847487068j),0.43324774166806856,False,D,覃波,何丹,,B,07-18-2019,刘云,B,谭帅,26197,0.1646644231191492,0.39209306064966576,16-02-2020,,王秀英,李静,06-04-2010,(0.8955709455348241+0.49983688582559427j),09-06-2003,,95369077274038319254,(0.5697101807345438+0.05240708416264461j),18239912122328732627,9860588221,True,False,01-11-2006,30939,A,12,12-02-1997,52314471079923532051,18/11/18,541,8500069535,Alicia Kim,02-06-1995,0.8513124544447516,,349,,,,NO,05-04-1998,0.6007853821279575,04-08-2005,,187,20-07-1995,0.46587107119842597,(0.39571734909513245+0.021555013710030435j),True,6694394839,order,14007055418523441619,tracey45@example.com,Not found,macdonaldanthony@example.net,A,D,49206,79,(0.3774625761666217+0.8985445091508212j),1995-03-27,andrew27@example.net,colemankatrina@example.net,,,56692,,28764619653001744028,(0.5929200364677913+0.37724668104021686j),06-10-2014,C,2023-07-05,0.8293623451550819,47735589635317867322,231,NO,1731950450
07/01/2011,2001-07-10,A,9316986619,Darryl Harvey,(0.35030368544860147+0.43092530365652537j),25-06-2020,0.41254446255518384,A,27417604683629092828,YES,daughter,17-02-2016,04-21-2008,,16-02-2023,(0.08429018793657406+0.9371508680582264j),0.8475925865138684,NO,D,黄秀荣,李桂珍,,D,,党建华,B,张彬,55998,0.9116415878036327,0.29325906812998537,,,丁坤,王鑫,07-05-2008,(0.9715333359699188+0.31059062998722686j),02-05-2020,,97505137685482497015,(0.558178814995538+0.6998312900359563j),94742167475313291309,4514734144,NO,False,12/12/12,35790,D,entire,08-24-1996,82640852274896330145,1997-03-24,160,3313895061,Brian Hebert,17-08-2022,0.10077446833819281,,democratic,26-01-2000,,opportunity,,2020-12-16,0.2526351048773193,11-07-2001,,remain,,0.013370461411955414,(0.5481444552744592+0.1783706170738898j),False,8085211672,763,48201989508731537164,thomas59@example.net,,vroberts@example.net,A,D,95437,636,(0.007006067219071266+0.3344972829146492j),2024-01-02,elizabethcuevas@example.net,jduke@example.net,,,14675,,85484553677950630646,(0.605816752987921+0.5994673273184327j),07-17-1998,C,2013-12-14,0.46155903845872037,91322889723190673136,385,,6883116643
